business_status,geometry,icon,icon_background_color,icon_mask_base_uri,international_phone_number,name,opening_hours,photos,place_id,price_level,rating,reference,scope,types,user_ratings_total,vicinity
OPERATIONAL,"{'location': {'lat': 22.6488258, 'lng': 120.3319534}, 'viewport': {'northeast': {'lat': 22.65017372989272, 'lng': 120.3332677798928}, 'southwest': {'lat': 22.64747407010728, 'lng': 120.3305681201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 381 2574,Deli Cheese,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113973073471781866088"">Garcia Chen</a>'], 'photo_reference': 'AZLasHqJhpIWhqzSbIAPDfAnLCb-wvygTpWIUx1YsEgHB36xpOmeI7E0x7lL-7b0GgeF9NsIaO7Tu35-DatNEW7i4pk8FqQTACh6azV1b3xDr3GQbT2haOJ0ebxTmxr4olRbg_vi3jpqZZvCp6_MwfbTJOQ4TPQSIp7fykliB5E2d6D7uVX2v3V-TIHceVhQbZKv4Y26tft9j5CZBUoOGQIIDeHslPWXbwBdcHQ20XikrogrV5u9UyZIFfC2Z414399EIgafHDa-fSA2TvkRTiOhXyJLbugCRc_BDfYw--Z4hmhUUrXgtT6khqwrYvFFVygjeMRjpalirqagoPzJPBU0F6pnWgbXflms8GjmkH9ezzcEQPA9_2MWiQ-eJqzFemUS4hh2gx6Ek8vtBShkiupHgvc8v8dDPwnmNrJhmroYB3j67dl_dc6m-xpANtOqkGct8PERv_JQlWeN72KXuf0TR9TSJ_WYgkfUxbX5_2J1lZcuVlP2PoRRssO6LwFpIyDeo6FhgAf01JDNs58f3TpY8AQ6SPItKY6IW4lW7J5WRp5Nnom5JCdTeKVAv82TMU9yoY7tbCK86G0M6A', 'width': 4032}]",ChIJBxar2NkEbjQRKyHGPVMUgz8,2,4.1,ChIJBxar2NkEbjQRKyHGPVMUgz8,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1594,大昌二路374號
OPERATIONAL,"{'location': {'lat': 22.6387544, 'lng': 120.3294462}, 'viewport': {'northeast': {'lat': 22.64010457989272, 'lng': 120.3307961298927}, 'southwest': {'lat': 22.63740492010728, 'lng': 120.3280964701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 385 1939,來來海鮮餐廳九如店,{'open_now': True},"[{'height': 1836, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102071997261030039848"">李大雄</a>'], 'photo_reference': 'AZLasHrmQsCsyKJ4dFQ9qtu5MpLIhK-r8ZQGmpJYFxk-Ch7n84gVPEjvPAwnfVk7j0pw8PZ7z-j5rCrkvEYSDkZ_hAhcqLVJdPpeYnhG_ywLHErZWyBq0UeHgPYyzPumycaiR4bfnsXZzseFsWzwUXUOyh-qKmUJstBldJqRL2lyJV-VSWWGiDMvZKaHX2t11a7M6cakB0udg88L8FZfnnNE1jN4j23P76xean4H27e_RUoRMVVpnFUPBFUzIrG7RrlDB6_LshodbdKGwHrJsQ4mM3Klkt4zL6kuNFE8WhKa-fdLRtjCpmH97j1NPmuEsQpWPOYCvdePPR3Cyr3trF337zJfja2euI0Q3ED4EqJao4gquYYkvJ0OqefMHq6xjGsXyzN5XwA6R0DYezJJPDydPqXrNxcgBRJH8miic3m29PU_6yT5AX_EjWoF2sE_NzGtYa4tkIV3FwCMLhoCfhAfcnfjNaghlYpMZ7k2ucBOe2Y56xTE6EOgL9KU2o1jYx2Sff4BCANj7Ui1UvK84klaXBeZOoBkocQvN_YPzGywyZFRCjjjamWsgOAOBT10R8Gr-5Iu1Ero5Gd7Tw', 'width': 3264}]",ChIJ51VmscUEbjQRxUXqBV47p3g,2,4.1,ChIJ51VmscUEbjQRxUXqBV47p3g,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1310,九如一路467號
OPERATIONAL,"{'location': {'lat': 22.6401722, 'lng': 120.3484688}, 'viewport': {'northeast': {'lat': 22.64151157989272, 'lng': 120.3498801298927}, 'southwest': {'lat': 22.63881192010728, 'lng': 120.3471804701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 767 9319,川辣道麻辣鍋物,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105918704160559566331"">Austin Chang</a>'], 'photo_reference': 'AZLasHpNi9KZbr2HoK73RDInABO22X3T64YfImTMVz_kXe56-1AzBpGEOiMPvVuqQnDu9IY-w_zEzBzhWl3wUsUoP0c_DWIgylIZ2UlGB0NqA-URaAIuU2NmrIuT6Oq1sXka-KQ_o60oiNyOM8NyBXJG2x_7spmwsPl-2c87fFU2TikTDd4FZx9_FgYLwKijeSrXY2CXTPC6WEgAu5-98K3rCIw8mp1F0lxDiuqgOsfA4bR00H-DTRmjFMaijAzv_ldoDspsy1kOwkknyz3WnVkwtiVOMXnupzo4iqdlUd9nhBvdD03q6oXbd6R022PW1xl6A6v2rFmfl5TBzWqE_PhBXNE02SCh0H4ZOyGDLQlzbm_iVtWKreYxASggdCW2_E470W3N9aR4dJM4MkpGGPEeDacubFK9TGfIR5eBlVsCt66-5TphhpLWas2wZ4qd-hLsQGS006XjeWXe-REXjvOTYcRJ9iRUMNdtgUAbRX4csYRe2T7C1xpOXJpp0ZS12wY2y_xuBLr1DPFeRy9RYRU-D4ALg_EvNnV_y3ZURr3BSRF9hCu2OklzrfQr7hON08bDeEiINZe0', 'width': 4032}]",ChIJ1XMI3oYbbjQRPb0TgJWQHeU,,4.7,ChIJ1XMI3oYbbjQRPb0TgJWQHeU,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",1321,文濱路55號
OPERATIONAL,"{'location': {'lat': 22.6403642, 'lng': 120.3461921}, 'viewport': {'northeast': {'lat': 22.64154977989272, 'lng': 120.3475240798927}, 'southwest': {'lat': 22.63885012010727, 'lng': 120.3448244201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 777 8907,拾鮮鍋物 - 文山店（最後收客為休息前一小時）,{'open_now': True},"[{'height': 3072, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108526352248487190409"">說書旅人Sandy</a>'], 'photo_reference': 'AZLasHp83eaAGwbJ6dmgC0kqGDUjL_YB2VouXTx7IOIDHUBQwv6YEA73GAGWyZ82YgxeIA7PDXJ1cngAPEJd3C0iNvr9iohMY6lIYJ8Psh3pInFklcI1yRV8dVl5sn03WLLGDXuPagAN8vES0w9q083ua818Ihd7_pfl0s-O6MctV9kHON13JblBRLrGxQUFQsD3MuMz6RUHudaO8frgXvhZyLurhiGa2EB9WXek4uy5pDfQld4BORIS62UrxQdHHY9X0uax5gRohmHuOseITvp2y2_k3RzPtHj0-ZCroiS9UIHaVQT1KaGe63H1jYBIaD-yiQWfRT6Y3NjMxRxcRBYKqvydKN3zQQSpGvQZiIoInV_XUGYha3QUuwCSebPtbOGQJzcVD2-QOL8OLpmSScZhUhvffikUjIPsB33VDd4g5jorGw6pBrx9yOzHAFFlRvlax0KDKtj7c1FiDgnYwHnPV_j3RSpN1RX1Qy1t6kdZZFggzMsavLmDtpaKWrmUqf1mpcQgOougRpTKzGoE23eYNqFEIMdQ8PnxjRATHTVYWonY0r5RjeHNA_TtrTALP6rk0GulLNSL3QE1zA', 'width': 3072}]",ChIJTwcquP0bbjQRIxlfA9xaVRU,2,4.8,ChIJTwcquP0bbjQRIxlfA9xaVRU,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",2846,褒揚東街168號
OPERATIONAL,"{'location': {'lat': 22.6365509, 'lng': 120.3436198}, 'viewport': {'northeast': {'lat': 22.63785052989272, 'lng': 120.3449548798927}, 'southwest': {'lat': 22.63515087010727, 'lng': 120.3422552201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 980 168 214,亞洲鱉大王餐廳 (需預約),{'open_now': True},"[{'height': 588, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112016027619287778946"">亞洲鱉大王餐廳 (需預約)</a>'], 'photo_reference': 'AZLasHrAA73zNJh670HRe7KZXN3FyhKj3JCmveycXBUGVEqd6mOjpo16rOxoKYqAyZX5-N4WnG7OMcfjU3PljfUecXWajsjSHdhE0vCG84fW-Gw5Wf3-j3HsP8P7y90JvzUaoduu0S7uo-qNPf_8eAqyK7nuUkxkLYa0hetPnmoXhkoET9HVRZrtTjPPxdzudNJtvYlACgv2ZF63RJbTDOkzGh32R9L4iTIiV6p3s2-JmQC84t8Et8dOh4_CQm1VLTQFUKPpwtWyBmQiBTAxcNdJ2Qp5Sl3C9H98NIx95vkT5vH61purVPQ', 'width': 1044}]",ChIJqwqVWCUFbjQRJ-yMnVvSD58,,4.4,ChIJqwqVWCUFbjQRJ-yMnVvSD58,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",51,九如一路28號
OPERATIONAL,"{'location': {'lat': 22.6341229, 'lng': 120.3408884}, 'viewport': {'northeast': {'lat': 22.63547287989272, 'lng': 120.3422337298927}, 'southwest': {'lat': 22.63277322010727, 'lng': 120.3395340701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,,螈始森林-兩棲類及動植物主題餐廳 （寵物友善）,{'open_now': True},"[{'height': 2268, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115570589733227148162"">lam viviam</a>'], 'photo_reference': 'AZLasHp0-TCR4d2DHY6XDxFnoljA7MrZBALp2JwyOfno9tzQ93JzrfZDjwZObtGt9xQ_Hw2YZGyaTy1r2H-t1AEPRS-arqSKtKce0KUw6gPi2SpjAR2i_-1r4fiI23379RbMIxXMxlU5667dus3yvWWsrdRzGlfBL0be7eTuV-Sw6vrg3tO1aRJ0azYdHZ_ZvWYQUd-4LMNyZQOYiMh1dLsMTKlAZi1SgcWwbKDtB97-5O0LKYn6g_Fh--t3xpGr24DmwYSzsWPBZTYcXhgZuQxzBiqBHoVGfJg3ig8M7MzZzjPPE775_0PloesOhDkeKXcRKfk4NFCBhCq5Bp3rL5JY75KuDpcySjPeFpaHRJaGxXAggwpjNjlwOWuPVq6JOuiMFnU8N1R0W5FRWCpaCXzpmv2TVs0CUO0tpai9Mz6GaUSeDQp-P-4KAAsWTOea8wMLIcsTwPTRE8amo0QgkguQiuzW4BUcYiwzj49WPw3M5HTZRnZzBqkAszwWHjd1QE3W1GIejY6jFnL9LeDcF1ZzN8E33Aqv1TlUfUG5zqvtoPCLBjrDT6jrClyXrYiS4kR19mCPZVNtbMNqlQ', 'width': 4032}]",ChIJ0SDKQ7wFbjQRsZtpzMQmVMY,,4.8,ChIJ0SDKQ7wFbjQRsZtpzMQmVMY,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",164,鐵道街531巷10號
OPERATIONAL,"{'location': {'lat': 22.6354358, 'lng': 120.3611884}, 'viewport': {'northeast': {'lat': 22.63686017989272, 'lng': 120.3625650798927}, 'southwest': {'lat': 22.63416052010728, 'lng': 120.3598654201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 710 3011,海旺海鮮餐廳,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112403804432414646278"">許生輝</a>'], 'photo_reference': 'AZLasHpp0wwOy0pmwTCX5bfTWpXur2V4I7WDtjXDke-MMnDRTkVVe4kv3ClYbsdn8YFJ1zpNclp_1lmwX361H5vdVxJXORsuOparqJoYevVZLLuJLTnQMCAdhAZmUvQqih3_MqaTiVlxC8TUrY4zPH9614EhG46QaJjXWBHGbAfn0RlkYQcsqEARUnoHgehV1gX5SoP88v6pMKAzpNUZDQS7MdsUdGIeuwdh8TY5OtvxUB2q97hvnpVJhIF2Y8_Y_isxcBcrKa_AEC09w-VwJmvpp6-aqxxll7GXJuVSysdbLXNl25ASYQHWHGN9Bs4Pd9XlQlHzfbJfQzH6k1ZKU3XnR8Hq7x925R-ofW9g2DKbnaoc7DDwxNF8BJ6xQ_OhobzffnfvpjV7hKAGq_QBKq1zleOLmgQFfEj2Jppu3uAe3XrL4woQjyJD6vd_gZPb9gh1M1YfEXusdbbPaM3pKVyyC-Z1syCqMXpm6M7GZQsIgVhalWaFrLlb37uYwkT2xp37_NJ1a1SA_7_YkLylrJLMPE8_gjzFhAHWTDZXNPBy0Cr0wmMyoGpFqIAS3QX9u6hMJts-qDc6y_jBCg', 'width': 4032}]",ChIJNYscrTwbbjQRqTfbI9Gh_ak,2,4.2,ChIJNYscrTwbbjQRqTfbI9Gh_ak,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",248,建國路二段59-3號
OPERATIONAL,"{'location': {'lat': 22.6476066, 'lng': 120.3466575}, 'viewport': {'northeast': {'lat': 22.64899062989273, 'lng': 120.3480336798927}, 'southwest': {'lat': 22.64629097010728, 'lng': 120.3453340201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 379 1698,燒肉無双 高雄澄清館 ｜精緻燒肉推薦｜,{'open_now': True},"[{'height': 2498, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103908139462207330911"">燒肉無双 高雄澄清館 ｜精緻燒肉推薦｜</a>'], 'photo_reference': 'AZLasHpJZ7UsCLgM2O-HCKS1mVvdL4g2LiOTXwQAORr7Mpn9WbqJNJ5goGZDhMav6GsSbDGjraMwjCQhbhMnljDyvjJW8wwmzvV020zgqEqTw_h2eP2DmFxfe8ZOpqnOe8hgX56ShMz_xjNkQ7V92G2MfBWTOAU2-8Z5MKqExwvthxxFUNcZekDjT5UvUtMXIh1K2e0dWQ4ZstjfmjKNv6kLcNOTDMarj898CRTdWHNVowc5nzfHxJZPBZU6imlfeDrMhvmmiZqEKpQRh17RrPrdON4vlLQ79ugkSIufbylZDSjuONdmkUg', 'width': 2501}]",ChIJrYwNSQ8bbjQRCloI4eDyY0w,3,4.9,ChIJrYwNSQ8bbjQRCloI4eDyY0w,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",7414,本館路1號2樓
OPERATIONAL,"{'location': {'lat': 22.6418809, 'lng': 120.3466297}, 'viewport': {'northeast': {'lat': 22.64317207989272, 'lng': 120.3479688298927}, 'southwest': {'lat': 22.64047242010728, 'lng': 120.3452691701073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 777 7696,粵心坊 文衡店 - 高雄鳳山 人氣港式飲茶美食推薦 必吃廣式料理熱炒 點心下午茶 素食商務餐盒訂製 家庭聚餐排隊餐廳,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100178560980822227410"">Julie Li</a>'], 'photo_reference': 'AZLasHroAFmqhJpcvaj-K03ftDA3wfIt4ag0E1wVupZb_gUPGUnSbuIesrr3DFpgtslKyeB9b-3AQKWDh38j32_CsRGBCfsEApwgR1JdTaPrMaV3g84QMBIIvc1peRCbw7A6QiE8Nt3Q9lMQ2Ybw1EHGK397TacmjKiBv6T6yt4puMkaeQ-aA9Tr_ZpFtbaNVAqcpApvxLkDCQUkqLJLg1yVITY17dIfCP2IvEpUnSPzG2oPVai0ZZgycxGxu3XqzK8Ev521AHjafyf4LN3n3D-ZnIfiq9Wwp10O4glDpPbSkhFxc0u9TJpuJlyn3PkfgWRpb8aseWLECL0NgxFIpzOMZ4ypNA2F9fg9M2JGyyOnD7nsxtjOJCmY71P4DOfWtoP6Tw6tIzYEgye0rT-4FqsupCdo3O8OTKdSUguCwjBmHr-aN7z1Fthpyur0RDgjJP2qpSXVoVR9APQMU8AhVNSz99BWZ_2gqTvesP_tTA-WfJvXz56eLWFwVS4EsmyumI-RXRGwFYExNLX4Uaivr5d8LD77xsyWns4OV4uocHTNNtBzzKIjTkzD2rqHSR0KpxH5-gunLCJV', 'width': 4032}]",ChIJU2-uelAbbjQRiMLcT2WVH0Y,2,4.8,ChIJU2-uelAbbjQRiMLcT2WVH0Y,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",3591,文衡路596號1樓
OPERATIONAL,"{'location': {'lat': 22.6409877, 'lng': 120.3457649}, 'viewport': {'northeast': {'lat': 22.64231502989272, 'lng': 120.3472104798927}, 'southwest': {'lat': 22.63961537010728, 'lng': 120.3445108201073}}}",https://maps.gstatic.com/mapfiles/place_api/icons/v1/png_71/restaurant-71.png,#FF9E67,https://maps.gstatic.com/mapfiles/place_api/icons/v2/restaurant_pinlet,+886 7 780 5999,Oh ! Yaki精緻燒肉吃到飽-高雄澄清店,{'open_now': True},"[{'height': 3024, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/117927439638920143807"">Kaserri Jin</a>'], 'photo_reference': 'AZLasHoRsM5g2wyVxyAWqqwey0LXKJYzWklRKUvp7s6DEhwqIbe4VFEbGUbwDnsyq7HAbBpaj2OtUoZS8vweaCBkd98ka3pUjxAE5FIuND1DMHdPwWREFQiHqBtzA6hr2AofSzIPMsgk69pldoTBCjuTCCqBxzOKkhO22V40GeORc-cbx8RHT9ELh9aEd1aNQJ1FTeO30zk0Jaq4eO34DpYs2KBpE70ZJd6Jd5lQeji_G2FxqmdSSraMY93ZfoNAL6NcbuxZIBpWP4ZE90dya4hbYhpPf50jEMRgEGVcAlcKY8cO2YuzjCyExvsF5DXshrI0Fz3d5Yx7tQEDS30d05w0w3c3VXjoScYLKkJnppxyMCpEtJL7SP3xMmt2tZjbqDfHBJQOEJ_RBI39q5UJwz1L2agHrfCaYxqKovTfcCJplKMuPBizcJFJvE3peCF4kf6TNOdf0ZVlj2ozvKYhgRyPWc9DwTxxB6uZjjb1Au9gIbzmJOMM2YLv3AhQ64oAWXtLi4Mvnyla_iagyqjja-W_nnkF232YRrb3KbyTrFvcfXko3reAJKRxzdQch-sUg1uA50TlRRYr', 'width': 4032}]",ChIJN4JNUmgbbjQREXnULqrdsFA,2,4,ChIJN4JNUmgbbjQREXnULqrdsFA,GOOGLE,"['restaurant', 'food', 'point_of_interest', 'establishment']",809,澄清路466-7號1樓
